age,reels_watch_time_hours,daily_screen_time_hours,sleep_hours,attention_span_score,focus_level,task_completion_rate,stress_level,platform
38,4.45,11.74,6.22,10.0,9.44,94.16,High,Instagram Reels
30,0.97,3.08,7.32,1.68,4.68,45.45,Medium,Instagram Reels
34,3.65,4.07,7.92,7.42,4.16,62.58,Medium,TikTok
15,3.64,5.41,4.12,7.66,2.3,93.36,Medium,Instagram Reels
15,5.53,4.29,6.94,7.12,1.63,87.86,Low,TikTok
31,3.39,8.25,8.92,8.0,4.15,54.01,Medium,YouTube Shorts
41,1.25,2.4,8.74,5.25,1.83,93.4,Low,Instagram Reels
15,3.65,3.77,8.16,1.49,5.16,80.85,Low,Instagram Reels
35,1.0,4.93,4.53,4.22,8.74,55.86,Medium,Instagram Reels
34,1.62,8.83,8.97,6.78,5.29,42.69,High,Instagram Reels
27,0.67,10.76,7.05,6.82,5.33,69.85,High,YouTube Shorts
44,3.32,9.98,5.11,2.76,3.28,82.78,Low,TikTok
23,0.96,3.82,7.37,3.28,2.5,56.12,High,YouTube Shorts
29,3.08,7.65,8.28,5.38,3.0,50.12,Medium,TikTok
17,5.63,2.3,4.56,7.56,6.11,44.52,Medium,TikTok
28,4.46,5.11,8.58,8.68,6.33,90.52,High,Instagram Reels
37,0.93,10.06,8.6,1.78,2.98,43.28,High,YouTube Shorts
25,1.73,6.57,4.07,9.33,4.59,76.56,Low,TikTok
38,4.21,3.5,8.5,9.35,6.12,85.79,High,TikTok
36,5.42,6.39,8.73,1.07,7.84,86.83,Low,Instagram Reels
26,0.68,3.98,4.19,5.56,3.88,79.22,High,YouTube Shorts
27,4.97,5.93,5.47,6.28,3.44,79.17,High,Instagram Reels
40,3.59,6.88,5.87,5.98,7.57,68.45,High,TikTok
27,3.5,5.5,5.74,6.54,5.62,65.0,High,Instagram Reels
15,5.77,11.37,7.8,5.53,8.71,48.24,Medium,YouTube Shorts
38,4.61,7.63,5.79,3.64,2.9,72.12,High,Instagram Reels
24,5.18,10.43,8.78,1.86,7.94,44.26,Low,YouTube Shorts
17,2.45,9.61,8.97,2.88,2.46,68.09,Medium,TikTok
38,3.55,8.61,5.58,7.66,6.26,83.85,Low,TikTok
42,3.88,6.97,6.54,3.17,3.55,66.57,Medium,YouTube Shorts
18,2.27,2.02,6.79,8.47,1.91,70.5,High,Instagram Reels
30,3.64,8.13,6.9,4.63,6.55,90.53,Low,YouTube Shorts
22,1.8,5.56,5.87,4.73,5.56,78.79,High,YouTube Shorts
30,1.29,3.18,4.83,8.82,5.37,47.66,Medium,TikTok
41,2.56,6.45,4.27,2.93,6.33,72.58,High,Instagram Reels
31,4.57,9.36,4.53,2.71,4.35,61.87,Low,YouTube Shorts
33,5.54,11.62,8.51,9.87,7.03,52.41,Medium,YouTube Shorts
36,3.02,5.74,5.4,5.87,2.18,78.88,Medium,Instagram Reels
29,4.04,7.43,4.38,2.71,7.43,63.19,High,TikTok
30,1.07,10.51,7.12,2.49,6.22,86.04,High,TikTok
29,5.47,5.34,4.38,8.75,5.38,75.19,Medium,Instagram Reels
39,3.63,3.42,4.35,6.4,2.15,46.26,Low,TikTok
16,4.79,4.82,7.11,2.04,3.5,61.02,Low,TikTok
25,4.87,10.99,6.96,8.98,3.66,56.19,Low,Instagram Reels
15,1.91,3.59,4.21,5.0,3.1,49.0,High,Instagram Reels
29,3.41,5.29,6.3,9.9,9.59,88.01,High,TikTok
40,5.78,6.65,6.18,3.54,9.24,62.71,Medium,TikTok
33,0.99,10.47,6.73,5.76,5.92,76.8,High,YouTube Shorts
18,4.26,11.38,7.69,2.56,2.85,92.92,High,TikTok
25,5.79,6.26,5.41,4.96,9.2,72.58,High,YouTube Shorts
19,2.15,11.32,6.16,2.59,7.74,55.48,Low,Instagram Reels
17,5.24,3.61,7.96,3.77,1.35,87.44,Medium,YouTube Shorts
27,5.64,3.57,8.61,3.43,5.42,66.15,Medium,TikTok
24,4.61,11.49,8.46,3.55,6.44,73.83,High,YouTube Shorts
25,1.77,7.1,6.39,9.73,1.6,94.12,High,TikTok
32,2.34,3.86,6.6,1.35,1.45,69.36,Low,TikTok
16,0.7,6.88,6.65,5.47,5.17,60.08,Low,TikTok
21,5.07,9.83,8.34,6.66,1.02,83.64,High,Instagram Reels
23,5.17,10.27,8.2,6.95,1.42,48.01,Low,YouTube Shorts
24,3.98,10.64,5.56,7.79,2.49,94.82,High,YouTube Shorts
32,2.44,7.7,4.81,7.85,9.19,94.93,Medium,YouTube Shorts
37,0.92,10.67,5.89,9.6,7.9,74.76,Low,YouTube Shorts
21,4.64,7.1,5.44,7.8,5.05,49.26,Low,TikTok
41,4.5,8.07,8.75,8.41,5.31,67.13,Medium,YouTube Shorts
21,5.52,9.59,5.33,5.79,7.17,65.4,Medium,YouTube Shorts
17,4.52,6.25,4.91,6.92,5.27,57.9,Low,Instagram Reels
26,5.06,2.74,8.5,5.3,1.58,50.51,Low,Instagram Reels
21,4.6,5.5,4.43,3.49,7.65,55.82,High,YouTube Shorts
31,3.97,8.24,5.3,3.82,1.52,73.33,Low,Instagram Reels
40,2.85,3.92,6.2,4.24,5.37,81.14,High,Instagram Reels
15,5.46,3.48,6.98,4.07,8.76,98.78,Medium,Instagram Reels
19,4.08,4.93,5.64,5.8,2.06,52.95,Medium,TikTok
30,2.69,2.32,6.48,3.23,7.36,52.24,High,Instagram Reels
29,0.96,9.43,4.99,5.65,1.42,47.02,Medium,Instagram Reels
16,2.1,4.59,6.87,9.25,9.94,96.34,Low,YouTube Shorts
23,3.49,3.24,6.04,4.65,7.14,62.91,Medium,YouTube Shorts
21,2.02,8.99,8.25,3.0,9.72,95.44,Low,TikTok
18,1.72,10.43,6.08,4.12,7.01,93.37,Medium,Instagram Reels
34,3.4,2.2,6.22,8.89,3.18,42.64,Medium,YouTube Shorts
32,1.43,4.34,6.96,9.48,9.34,56.79,Low,TikTok
35,4.9,11.45,4.62,8.98,6.64,58.15,Low,YouTube Shorts
18,3.16,5.85,4.78,3.59,6.18,56.64,High,YouTube Shorts
42,3.66,11.39,7.95,4.49,4.86,65.52,High,Instagram Reels
27,1.31,4.74,5.37,9.77,3.56,69.96,Low,YouTube Shorts
15,2.29,4.18,7.42,3.91,5.77,85.49,Low,Instagram Reels
42,2.76,4.14,4.49,2.24,4.29,56.06,High,Instagram Reels
38,4.95,2.85,8.11,3.54,8.69,57.92,Low,YouTube Shorts
17,4.74,10.96,8.94,9.68,1.26,75.92,Medium,TikTok
30,1.73,11.8,5.87,4.74,5.77,50.76,Medium,YouTube Shorts
44,3.89,11.55,6.53,9.4,8.53,68.39,High,TikTok
36,1.84,10.52,6.21,1.94,1.25,55.06,Medium,YouTube Shorts
18,5.94,10.47,8.47,7.89,3.54,51.88,Medium,Instagram Reels
39,5.74,8.61,4.05,1.84,1.46,87.74,High,TikTok
37,3.6,10.26,7.27,2.78,6.36,82.43,Medium,YouTube Shorts
39,4.34,4.08,7.26,6.54,3.85,54.99,High,YouTube Shorts
30,4.91,5.88,5.91,4.91,9.64,64.91,Medium,Instagram Reels
40,4.47,8.41,5.1,7.0,6.55,49.25,Low,YouTube Shorts
33,4.35,10.75,5.2,9.76,6.06,43.19,Medium,Instagram Reels
15,5.77,8.6,8.0,1.47,9.26,75.11,High,TikTok
19,3.78,10.39,4.33,2.72,3.01,61.81,Medium,YouTube Shorts
33,4.0,6.74,6.82,6.76,6.06,52.44,High,YouTube Shorts
36,5.17,9.17,5.53,9.07,5.89,46.88,High,Instagram Reels
38,4.18,11.8,5.33,8.18,1.74,80.8,High,Instagram Reels
25,4.53,3.53,6.53,5.19,9.39,56.29,Medium,YouTube Shorts
27,1.79,11.27,8.49,7.71,7.3,94.44,Low,TikTok
34,2.54,7.22,7.09,2.87,8.99,51.57,Medium,Instagram Reels
19,1.31,8.43,7.94,1.12,9.84,54.63,Low,TikTok
35,3.28,10.78,7.0,6.13,5.32,91.1,High,TikTok
18,3.01,6.1,7.49,8.32,8.23,74.35,Low,TikTok
18,5.98,6.19,6.16,4.9,6.2,46.5,High,Instagram Reels
18,3.86,7.27,8.63,6.12,9.79,72.97,High,Instagram Reels
18,4.83,2.19,6.51,4.8,3.23,58.49,High,TikTok
34,2.34,6.97,6.76,5.63,1.12,84.22,Medium,Instagram Reels
35,5.07,4.91,6.62,8.96,2.67,44.67,Medium,YouTube Shorts
32,3.88,11.28,5.58,5.3,2.15,95.07,Medium,TikTok
32,4.33,2.88,5.16,1.07,4.93,68.69,Low,YouTube Shorts
30,2.12,6.59,4.37,8.2,1.7,84.06,Medium,Instagram Reels
23,3.52,11.47,7.59,6.56,2.98,82.28,High,YouTube Shorts
32,3.99,11.01,5.45,7.57,1.87,50.7,High,TikTok
36,3.74,9.01,5.95,9.11,5.38,92.81,Medium,YouTube Shorts
16,5.53,7.89,8.6,3.58,3.4,53.96,Low,Instagram Reels
35,5.44,4.81,6.83,5.53,5.24,51.43,Low,YouTube Shorts
18,5.84,5.67,4.49,6.42,1.8,71.24,Medium,TikTok
26,4.17,2.9,8.0,4.11,5.65,99.07,High,YouTube Shorts
21,5.85,9.86,5.28,8.61,2.17,58.8,High,Instagram Reels
29,5.08,5.24,6.76,7.28,1.89,97.87,Medium,Instagram Reels
21,1.99,8.68,6.55,7.6,3.79,66.11,High,YouTube Shorts
43,2.85,5.58,5.19,8.27,8.87,90.08,High,TikTok
36,1.81,6.64,4.58,3.32,8.1,71.8,Medium,YouTube Shorts
40,0.52,7.55,5.06,7.71,9.63,52.32,Low,TikTok
35,1.53,10.02,4.49,7.96,5.14,92.8,Low,YouTube Shorts
31,0.52,4.11,5.38,8.58,3.81,44.32,Low,Instagram Reels
30,4.46,5.99,8.99,5.4,9.74,80.97,Medium,TikTok
42,2.84,3.3,6.01,5.54,4.44,89.85,Medium,TikTok
33,2.22,2.76,8.32,1.88,1.08,89.92,High,TikTok
23,4.69,8.05,6.75,8.67,8.38,79.32,Low,Instagram Reels
28,5.08,3.89,7.33,5.8,2.52,55.06,High,Instagram Reels
31,5.86,2.6,4.78,6.35,7.46,71.9,High,Instagram Reels
19,4.03,10.97,5.37,2.09,1.14,77.77,Medium,YouTube Shorts
16,3.04,7.34,6.55,6.42,2.0,93.38,Medium,YouTube Shorts
34,2.18,3.35,8.41,1.38,5.35,49.58,High,YouTube Shorts
30,1.72,2.53,4.21,9.31,1.61,67.9,Low,TikTok
28,1.67,3.2,6.53,8.77,9.0,59.99,Medium,TikTok
28,2.75,6.71,4.26,2.75,7.75,65.66,Low,TikTok
41,5.95,8.68,6.28,6.34,3.95,50.98,Medium,TikTok
15,0.5,8.41,7.14,6.42,6.38,53.05,High,Instagram Reels
17,1.58,3.44,7.72,8.23,7.44,86.19,High,TikTok
40,1.54,8.33,4.69,7.81,7.8,68.7,High,YouTube Shorts
21,4.44,6.05,4.83,9.94,4.56,70.85,High,YouTube Shorts
40,2.44,6.65,6.35,4.16,9.09,93.85,High,Instagram Reels
29,3.01,10.01,8.99,2.12,9.48,54.4,High,TikTok
33,1.32,5.32,5.78,6.16,2.76,59.76,Low,Instagram Reels
34,2.73,3.47,6.14,7.88,9.2,58.52,Low,Instagram Reels
16,1.07,10.73,6.16,3.57,7.41,79.55,High,YouTube Shorts
33,3.43,4.12,4.4,3.13,8.99,73.75,Medium,Instagram Reels
23,1.04,4.94,7.87,8.22,4.82,68.29,Medium,Instagram Reels
33,4.85,9.07,5.27,7.78,6.95,80.08,Medium,YouTube Shorts
41,3.62,8.84,7.52,2.83,3.12,69.04,High,YouTube Shorts
19,4.48,10.0,6.38,8.82,7.76,88.96,High,TikTok
32,2.8,3.84,7.06,2.21,6.24,64.61,Medium,YouTube Shorts
30,2.6,5.52,4.27,1.98,5.33,93.44,Low,Instagram Reels
18,1.04,3.26,8.45,4.16,7.23,47.18,Low,YouTube Shorts
26,3.38,7.41,5.22,8.98,5.97,45.64,Low,Instagram Reels
43,3.33,4.93,7.35,7.26,7.89,79.34,Medium,YouTube Shorts
21,3.07,8.89,7.99,4.55,8.73,63.38,High,TikTok
28,4.57,2.0,6.7,2.42,8.21,67.34,Medium,TikTok
37,5.08,2.6,5.69,7.42,3.77,81.76,Low,Instagram Reels
26,4.63,6.33,8.89,6.39,9.79,52.87,Low,TikTok
17,1.29,11.58,5.39,9.89,6.85,42.64,Low,Instagram Reels
19,3.92,10.91,8.74,7.89,3.91,66.33,High,YouTube Shorts
31,0.94,11.94,4.78,1.92,1.38,93.68,High,TikTok
40,4.32,6.17,5.95,7.55,9.89,67.04,Medium,YouTube Shorts
24,2.6,2.47,4.69,3.32,6.39,74.32,High,YouTube Shorts
24,1.23,5.06,4.01,9.66,3.05,52.5,High,Instagram Reels
25,5.24,8.76,5.3,1.17,5.42,67.84,Low,Instagram Reels
31,3.88,3.35,4.44,3.15,4.58,68.84,Medium,TikTok
19,2.45,5.0,8.93,5.49,9.56,54.11,Low,YouTube Shorts
27,0.67,2.56,7.81,1.71,5.43,49.83,High,YouTube Shorts
24,3.46,6.75,4.02,4.1,5.36,61.02,Medium,YouTube Shorts
23,5.58,4.09,5.12,5.48,8.15,42.33,High,TikTok
31,3.78,2.91,7.35,5.02,4.52,49.99,High,YouTube Shorts
15,5.84,6.11,5.99,5.15,2.77,83.88,Medium,YouTube Shorts
18,1.25,5.51,8.16,8.91,7.92,78.95,Medium,YouTube Shorts
18,3.63,7.38,6.52,5.55,9.19,58.77,Low,YouTube Shorts
32,4.89,9.49,7.27,9.47,1.41,73.07,Medium,TikTok
23,3.39,3.13,6.99,2.33,8.74,89.76,Low,TikTok
44,1.0,9.91,7.19,3.52,4.94,90.35,Low,YouTube Shorts
39,3.71,2.26,5.15,6.91,3.6,79.26,Medium,YouTube Shorts
43,3.86,6.43,5.87,3.55,1.35,47.44,Low,TikTok
43,4.51,7.87,4.25,4.13,2.85,49.77,High,TikTok
32,4.69,11.57,6.94,9.11,4.0,57.5,Medium,TikTok
28,4.74,7.74,6.3,5.85,1.64,80.24,High,Instagram Reels
39,4.15,3.59,7.8,4.01,2.7,55.48,High,TikTok
29,1.69,7.18,5.03,7.99,7.63,67.87,Low,TikTok
20,2.72,5.96,6.18,1.64,7.18,89.53,High,TikTok
38,4.77,6.79,4.9,6.07,7.93,93.51,Low,YouTube Shorts
24,5.74,3.97,7.07,1.9,2.49,90.31,High,TikTok
43,0.93,7.01,8.24,2.59,1.39,46.99,Low,YouTube Shorts
29,3.45,3.5,7.83,1.56,5.22,94.65,High,YouTube Shorts
43,2.22,9.44,8.72,9.12,4.09,81.05,Low,YouTube Shorts
18,1.74,7.94,8.86,1.43,7.99,77.13,Low,YouTube Shorts
32,3.28,2.79,7.86,5.65,5.85,54.85,Medium,TikTok
32,3.83,10.9,5.43,3.02,9.38,95.69,Low,Instagram Reels
39,0.55,8.16,5.1,4.45,1.55,41.04,Low,YouTube Shorts
31,4.79,5.16,6.24,5.44,4.27,44.93,Medium,TikTok
26,5.01,2.46,8.97,5.05,4.65,49.22,Medium,TikTok
21,5.81,8.32,6.06,7.73,2.13,81.65,Low,Instagram Reels
30,1.49,5.73,5.0,9.21,6.25,77.37,Low,Instagram Reels
25,3.77,11.08,8.72,3.7,1.36,96.68,High,YouTube Shorts
28,2.85,2.35,5.93,1.22,7.41,60.94,High,Instagram Reels
17,2.34,2.39,7.45,9.05,1.34,60.86,Medium,Instagram Reels
33,3.61,11.49,7.94,9.81,8.86,80.17,Low,YouTube Shorts
32,4.8,11.65,8.22,4.9,1.59,50.45,High,TikTok
44,0.63,2.28,8.11,5.1,5.11,67.84,High,Instagram Reels
24,5.83,9.16,8.18,2.3,2.4,40.93,Low,Instagram Reels
20,4.95,4.21,7.34,5.28,2.2,75.52,Medium,TikTok
27,4.63,9.01,6.02,3.73,7.49,87.04,Medium,Instagram Reels
24,4.68,10.69,7.34,9.95,7.97,52.23,High,YouTube Shorts
32,2.64,3.01,8.18,2.66,7.65,58.43,Medium,TikTok
40,4.63,4.39,5.75,4.41,4.64,47.91,High,Instagram Reels
34,2.63,2.24,5.48,6.55,9.92,76.94,High,Instagram Reels
40,5.44,2.44,5.72,4.11,4.06,73.84,Medium,YouTube Shorts
30,1.47,2.3,6.76,5.27,3.21,89.58,Low,YouTube Shorts
39,2.11,10.01,4.26,9.76,9.97,98.22,High,TikTok
39,3.53,4.98,7.89,5.57,9.8,99.02,High,YouTube Shorts
20,2.26,6.93,4.69,9.19,6.33,46.43,Low,Instagram Reels
27,2.83,9.88,4.66,1.39,2.88,73.19,High,YouTube Shorts
18,3.21,6.95,4.99,2.08,3.15,87.38,Low,Instagram Reels
37,5.21,6.29,6.88,9.5,5.69,79.54,Low,TikTok
28,3.38,2.12,5.43,2.16,7.98,93.82,Low,YouTube Shorts
15,2.49,7.68,5.84,7.63,1.7,66.5,Medium,YouTube Shorts
42,1.86,3.25,8.66,5.01,7.19,65.63,High,Instagram Reels
34,2.75,9.65,8.24,4.66,1.93,41.57,High,Instagram Reels
19,3.34,4.58,8.26,6.93,8.6,40.94,High,TikTok
22,4.6,8.74,6.89,7.55,5.79,81.56,Low,Instagram Reels
26,1.17,8.46,8.33,9.39,9.91,68.29,Medium,TikTok
16,1.72,8.17,7.89,3.31,7.78,79.61,High,TikTok
26,2.59,4.67,8.77,7.28,5.48,54.29,High,TikTok
19,2.48,4.67,4.32,4.08,2.27,91.79,High,Instagram Reels
36,2.65,10.63,4.14,7.46,5.88,94.17,Medium,Instagram Reels
19,4.86,2.13,4.88,2.28,2.03,79.74,Low,Instagram Reels
27,2.28,3.82,8.65,5.12,9.15,56.67,Medium,YouTube Shorts
23,3.26,8.1,7.03,2.65,3.07,52.97,Medium,YouTube Shorts
24,3.93,10.17,6.13,4.03,8.79,77.53,Low,YouTube Shorts
15,1.78,5.58,6.56,7.44,3.74,96.45,Medium,TikTok
44,4.45,8.53,8.15,3.1,3.0,74.69,Low,YouTube Shorts
17,3.51,7.57,8.65,7.16,3.74,90.36,Medium,YouTube Shorts
44,2.96,2.65,7.65,5.46,7.37,73.92,Medium,YouTube Shorts
32,4.95,8.22,7.8,1.83,5.73,80.48,Medium,YouTube Shorts
26,1.84,10.14,5.6,4.48,1.97,74.07,High,TikTok
43,5.36,11.92,6.34,8.82,2.23,74.52,Low,TikTok
17,3.59,2.3,8.43,9.9,4.41,84.36,Low,Instagram Reels
40,3.85,8.6,7.93,4.32,4.05,63.77,High,Instagram Reels
39,5.31,6.15,7.42,1.49,8.67,94.24,Medium,TikTok
43,5.0,2.1,4.33,2.17,6.15,91.81,High,TikTok
44,3.81,8.14,4.2,8.09,2.68,83.52,High,TikTok
23,4.64,3.22,4.65,6.9,1.26,84.61,Medium,Instagram Reels
40,2.88,5.79,6.91,3.57,1.92,64.79,Medium,YouTube Shorts
16,3.51,4.61,6.68,4.52,7.3,89.95,Low,YouTube Shorts
44,0.84,5.61,8.71,8.3,8.62,95.96,High,TikTok
17,0.99,6.93,7.47,4.72,8.04,87.71,Medium,Instagram Reels
28,5.06,5.59,5.47,7.8,8.11,47.98,Low,TikTok
18,0.83,7.53,4.81,3.66,3.35,87.2,Medium,Instagram Reels
39,1.43,4.39,8.25,7.52,9.9,67.87,Low,YouTube Shorts
33,4.88,8.35,6.3,5.2,1.78,76.52,Low,YouTube Shorts
27,0.51,10.54,7.27,5.91,8.39,99.47,Low,TikTok
21,2.05,4.24,6.83,6.39,1.87,61.56,Medium,YouTube Shorts
26,3.71,7.08,4.54,5.06,3.41,60.91,Medium,TikTok
17,3.77,8.49,4.29,5.2,5.46,55.79,Low,Instagram Reels
37,4.77,7.65,5.89,3.39,1.48,47.63,High,TikTok
37,3.28,5.66,5.81,9.87,4.55,50.09,High,Instagram Reels
23,3.3,8.42,7.37,9.15,4.15,70.86,High,TikTok
16,4.49,2.28,7.16,5.75,6.82,94.59,Low,TikTok
43,3.24,5.7,8.84,1.31,7.46,88.59,High,Instagram Reels
36,3.85,7.33,8.29,2.52,1.81,50.95,Medium,YouTube Shorts
23,5.44,2.21,6.48,8.69,1.34,73.7,High,Instagram Reels
26,2.71,7.08,6.5,9.38,7.98,90.82,Low,TikTok
26,2.62,8.54,7.37,2.45,5.75,72.37,Low,YouTube Shorts
29,0.52,9.59,4.57,7.61,5.81,94.69,High,Instagram Reels
16,3.87,3.13,9.0,6.61,9.83,94.47,Low,Instagram Reels
32,0.66,11.91,6.59,3.73,4.94,60.89,Medium,YouTube Shorts
27,3.27,8.06,8.55,4.92,2.77,92.44,Low,YouTube Shorts
28,4.92,5.63,8.84,7.1,7.13,75.11,Medium,Instagram Reels
19,3.52,4.49,6.91,1.91,8.34,68.79,High,Instagram Reels
40,1.98,7.73,4.52,2.7,5.52,86.46,Medium,TikTok
24,4.82,10.82,6.87,1.3,7.23,87.38,Medium,Instagram Reels
26,1.98,7.21,6.99,9.12,5.63,80.53,Medium,YouTube Shorts
24,4.53,8.61,7.95,6.17,4.67,88.65,High,Instagram Reels
38,3.86,5.58,4.24,5.71,1.31,97.09,Medium,YouTube Shorts
25,1.43,5.88,6.33,7.36,2.56,92.39,Medium,TikTok
39,5.48,4.86,8.61,9.9,5.32,44.46,Medium,YouTube Shorts
16,1.6,9.06,8.96,2.55,4.57,91.0,Low,YouTube Shorts
19,5.94,5.59,4.96,2.2,8.59,86.89,Medium,YouTube Shorts
44,0.54,3.91,8.35,3.65,1.98,95.6,Medium,Instagram Reels
21,1.95,5.69,4.73,9.14,1.45,84.37,High,Instagram Reels
20,1.6,10.54,8.21,4.7,1.78,92.67,Low,Instagram Reels
36,0.58,9.38,5.39,8.14,7.1,40.61,Medium,YouTube Shorts
37,4.53,5.35,8.8,2.83,6.35,98.67,High,Instagram Reels
17,4.31,11.07,7.48,5.44,6.69,51.45,Low,Instagram Reels
27,4.86,2.75,6.0,2.15,2.41,91.85,Medium,YouTube Shorts
17,1.91,2.5,5.4,4.72,5.65,95.78,Medium,YouTube Shorts
40,2.94,3.27,5.18,3.36,7.91,40.13,Medium,Instagram Reels
39,4.13,3.16,7.4,5.94,7.15,94.82,Low,Instagram Reels
44,2.92,2.88,8.48,8.02,4.95,89.75,Low,Instagram Reels
38,4.34,8.61,7.77,9.45,1.93,95.34,High,TikTok
35,3.99,8.01,8.17,3.55,8.84,50.61,Medium,Instagram Reels
20,1.13,8.48,7.91,7.69,5.74,86.65,Medium,YouTube Shorts
25,4.8,8.88,8.9,8.97,9.01,69.25,Low,Instagram Reels
42,4.46,9.57,7.79,2.12,4.95,55.46,Medium,TikTok
40,4.11,4.07,5.05,6.27,3.13,85.37,Medium,TikTok
31,1.35,8.22,7.96,6.51,3.77,68.4,Low,TikTok
24,1.97,7.8,5.61,3.45,4.76,93.99,High,Instagram Reels
26,2.66,11.44,8.98,1.2,6.53,82.64,Medium,YouTube Shorts
31,2.04,4.32,5.88,3.31,7.92,48.35,High,YouTube Shorts
18,1.75,2.59,5.46,6.26,3.18,55.05,High,Instagram Reels
16,4.93,8.53,5.2,2.77,2.69,55.87,Low,Instagram Reels
25,4.01,9.4,7.29,3.59,2.82,60.64,Low,Instagram Reels
21,3.61,4.83,4.55,7.37,9.41,79.99,Low,Instagram Reels
16,1.74,7.71,8.77,4.58,2.48,93.66,Low,YouTube Shorts
40,5.55,2.6,5.47,1.59,4.11,75.62,Low,TikTok
32,1.55,11.6,5.48,4.59,5.37,85.11,High,TikTok
35,4.87,3.1,4.23,10.0,6.01,59.0,High,YouTube Shorts
18,5.82,2.68,5.23,3.35,8.72,71.35,High,Instagram Reels
22,4.5,2.44,6.09,3.39,2.02,70.25,Low,Instagram Reels
34,5.96,6.27,5.85,2.53,1.97,82.06,Low,YouTube Shorts
28,4.08,2.97,5.37,3.44,3.85,71.08,Medium,YouTube Shorts
26,1.7,9.45,4.2,6.17,4.72,60.06,Medium,TikTok
36,1.62,10.99,5.5,9.68,4.36,54.63,High,YouTube Shorts
35,2.29,4.6,7.89,6.47,4.53,55.28,High,Instagram Reels
41,0.54,8.29,6.19,4.69,8.66,98.85,Low,YouTube Shorts
44,4.25,2.42,5.45,4.51,8.53,61.45,Medium,YouTube Shorts
32,1.98,5.87,5.52,1.22,8.25,88.4,High,YouTube Shorts
25,4.98,4.93,6.77,1.02,7.8,44.28,Low,Instagram Reels
43,2.48,4.29,5.51,8.17,1.36,45.38,Medium,Instagram Reels
42,3.14,8.45,7.15,5.41,2.34,81.17,Medium,TikTok
44,5.81,3.3,8.95,1.3,7.59,67.43,Medium,YouTube Shorts
22,1.83,10.61,4.21,3.57,6.35,92.83,High,Instagram Reels
16,4.47,8.65,4.84,4.21,7.07,91.73,High,TikTok
39,4.65,9.11,4.9,8.05,7.45,85.34,Medium,Instagram Reels
29,1.72,11.35,6.24,4.91,9.2,88.92,Low,TikTok
23,3.26,11.42,4.21,8.1,6.72,92.23,High,YouTube Shorts
33,2.43,7.52,6.39,6.7,3.48,87.01,Low,TikTok
34,4.75,6.95,8.64,1.3,1.75,71.61,Low,YouTube Shorts
22,3.92,5.35,4.06,9.72,4.89,55.88,Medium,YouTube Shorts
39,3.12,9.16,5.82,2.63,7.39,87.24,Medium,YouTube Shorts
33,4.79,7.38,7.8,3.48,3.54,59.06,Low,YouTube Shorts
19,1.79,11.33,4.77,8.28,2.08,54.69,Low,TikTok
25,4.64,4.39,4.39,2.71,9.99,50.3,Medium,TikTok
29,5.26,5.1,7.15,4.61,4.77,77.63,High,Instagram Reels
22,5.33,5.16,4.05,8.78,2.95,54.55,High,TikTok
33,4.81,10.06,8.01,6.74,2.48,62.49,High,YouTube Shorts
37,2.74,2.99,4.33,3.72,8.77,82.54,Medium,Instagram Reels
41,5.9,6.56,6.62,6.8,8.38,87.63,Medium,TikTok
22,2.59,6.28,7.7,8.31,6.52,58.89,Medium,YouTube Shorts
40,4.01,2.73,5.21,4.64,5.92,90.57,Medium,Instagram Reels
41,1.39,6.11,4.52,6.15,9.56,43.48,Medium,TikTok
44,5.89,7.13,4.88,9.89,3.05,99.15,Low,Instagram Reels
33,4.37,2.65,8.27,9.68,4.74,65.01,Low,TikTok
32,4.64,7.1,7.53,5.58,1.22,59.49,Medium,TikTok
24,0.86,11.59,4.99,1.87,4.77,95.42,Medium,Instagram Reels
43,4.7,11.79,7.58,7.31,4.46,47.94,Medium,Instagram Reels
21,4.76,7.32,7.54,3.42,9.55,61.47,Low,Instagram Reels
42,4.19,7.15,8.99,7.03,4.22,61.53,Low,YouTube Shorts
23,2.11,4.86,5.96,4.17,8.51,65.46,High,YouTube Shorts
15,3.19,11.97,8.32,7.47,7.9,90.9,Low,Instagram Reels
33,1.11,4.74,6.23,4.31,2.33,90.96,High,TikTok
19,3.09,6.53,8.49,9.47,9.66,75.5,High,Instagram Reels
33,1.84,2.03,4.46,2.23,6.68,99.51,Medium,YouTube Shorts
15,2.42,5.49,4.88,1.62,6.37,90.65,Medium,Instagram Reels
29,1.39,2.71,8.25,8.03,1.11,80.86,High,Instagram Reels
30,1.77,9.44,8.1,4.61,7.29,51.97,Medium,YouTube Shorts
37,0.92,7.61,5.53,5.19,1.5,72.98,High,TikTok
21,5.56,7.72,6.98,9.4,2.67,52.83,Medium,TikTok
40,3.42,4.87,5.91,6.31,1.89,58.1,Low,YouTube Shorts
26,2.68,10.15,4.05,6.94,4.4,81.15,Medium,YouTube Shorts
22,3.44,2.03,4.13,1.18,8.16,51.07,High,Instagram Reels
19,3.96,5.34,4.27,7.03,7.37,45.45,High,TikTok
24,5.57,8.59,6.97,4.5,1.96,71.89,Low,TikTok
42,1.48,11.08,5.4,5.14,8.19,40.06,High,YouTube Shorts
35,2.13,4.35,4.72,8.27,5.15,76.53,Low,TikTok
19,5.87,7.41,8.71,5.71,1.29,94.08,Low,YouTube Shorts
31,2.54,7.38,4.61,9.88,3.01,51.41,Low,TikTok
