Name,Year_of_Release,Genre,Global_Sales,Critic_Score,User_Score,Rating,
Super Collapse! II,2004,Puzzle,0.03,,,,
Pop'n Music 14 Fever!,2007,Misc,0.03,,,,
Golden Nugget Casino / Texas Hold 'Em Double Pack,2005,Misc,0.03,,,,
Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,2010,Role-Playing,0.03,,,,
Lux-Pain (JP sales),2008,Adventure,0.03,,,,
Smashing Drive,2004,Racing,0.03,,,E,
Away: Shuffle Dungeon,2008,Role-Playing,0.03,65,,E10+,
Big Mountain 2000,1998,Sports,0.03,,,,
Starshot: Space Circus Fever,1998,Platform,0.03,,,,
Charlie Blasts Territory,1999,Action,0.03,,,,
Senko no Ronde DUO,2010,Fighting,0.03,,,,
Knights of Honor,2004,Strategy,0.03,77,9.1,E10+,
CIMA: The Enemy,2003,Role-Playing,0.03,70,,E,
Tokimeki Memorial Girl's Side 1st Love Plus,2009,Adventure,0.03,,,,
The Inner World,2013,Adventure,0.03,72,8.1,,
Katekyoo Hitman Reborn! Kizuna no Tag Battle,2010,Fighting,0.03,,,,
Code Geass: Hangyaku no Lelouch,2007,Action,0.03,,,,
Terraria,2016,Action,0.03,,6.9,T,
Hudson x GReeeeN Live!? DeeeeS!?,2010,Misc,0.03,,,,
Daibakushou: Jinsei Gekijou,1995,Misc,0.03,,,,
Marble Madness / Klax,2005,Puzzle,0.03,,,E,
Downstream Panic!,2008,Action,0.03,,,,
Suzumiya Haruhi no Chokuretsu,2009,Adventure,0.03,,,,
DJ Max Portable 3,2010,Misc,0.03,,4.6,E10+,
Boot Camp Academy,2010,Action,0.03,,,E10+,
The Idolmaster: Gravure For You! Vol. 5,2012,Misc,0.03,,,,
S.Y.K Renshouden,2010,Adventure,0.03,,,,
Empire Earth II,2005,Strategy,0.03,79,7.1,T,
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,2011,Adventure,0.03,,,,
Pet Alien: An Intergalactic Puzzlepalooza,2007,Action,0.03,58,,E,
Nectaris: Military Madness,1998,Strategy,0.03,,,,
Galaxy Angel II: Mugen Kairou no Kagi,2007,Strategy,0.03,,,,
D.C.I.F.: Da Capo Innocent Finale,2009,Adventure,0.03,,,,
Konpeki no Kantai,1995,Strategy,0.03,,,,
Who Wants to be a Millionaire: 1st Edition,2007,Misc,0.03,,,,
BRAHMA Force: The Assault on Beltlogger 9,1996,Shooter,0.03,,,,
Tenka-bito,2006,Strategy,0.03,,,,
Hot Pixel,2007,Puzzle,0.03,55,6.5,T,
Doodle Hex,2008,Puzzle,0.03,68,,,
Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,2015,Role-Playing,0.03,,,,
Valentino Rossi: The Game,2016,Racing,0.03,74,8.1,E,
Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,2009,Action,0.03,,,,
Codename: Panzers Cold War,2009,Strategy,0.03,67,5.8,T,
Samurai Spirits: Tenkaichi Kenkakuden,N/A,Fighting,0.03,,,,
Robo Pit,1995,Fighting,0.03,,,,
Story Hour: Adventures,2008,Adventure,0.03,,,E,
Muv-Luv Alternative: Total Eclipse,2013,Simulation,0.03,,,,
R-Type III: The Third Lightning,2004,Shooter,0.03,46,,E,
Star Wars: The Force Unleashed II,2010,Action,0.03,59,5.8,T,
Heathcliff! The Fast and the Furriest,2010,Racing,0.03,,,E,
Darius Burst: Chronicle Saviours,2016,Action,0.03,,,,
Blokus Portable: Steambot Championship,2006,Puzzle,0.03,51,,E,
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,2016,Role-Playing,0.03,,,,
Hakuouki,2008,Adventure,0.03,,,,
Atomic Betty,2005,Puzzle,0.03,62,7.5,E,
"Princess Natasha: Student, Secret Agent, Princess",2006,Action,0.03,,,,
Doom,1992,Shooter,0.03,85,8.2,M,
Robin Hood: Defender of the Crown,2003,Strategy,0.03,57,,T,
Monster Hunter Frontier Online: Season 10,2011,Role-Playing,0.03,,,,
Street Jam Basketball,2004,Sports,0.03,35,8,E,
Armored Core: Last Raven Portable,2010,Simulation,0.03,,,T,
Master of Monsters: Disciples of Gaia,1997,Strategy,0.03,,,,
SD Gundam: Gashapon Wars,2010,Strategy,0.03,,,,
Curious George,2006,Action,0.03,57,,E,
Disney's Aladdin,2003,Platform,0.03,59,,E,
Virtual Pool: Tournament Edition,2005,Sports,0.03,62,,E,
Phantasy Star Online 2: Episode 3 Deluxe Package,2015,Action,0.03,,,,
SimCity,1988,Simulation,0.03,64,2.2,E10+,
Nippon no Asoko de,2008,Misc,0.03,,,,
Harry Potter and the Half-Blood Prince,2009,Action,0.03,64,6.1,E10+,
Higurashi no Naku Koro ni Iki,2015,Action,0.03,,,,
Harley-Davidson: Road Trip,2010,Racing,0.03,,,E,
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,2015,Role-Playing,0.03,,,,
MapleStory DS,2010,Role-Playing,0.03,,,,
Playmobil Top Agents,2010,Action,0.03,,,E10+,
Doom 3 BFG Edition,2012,Shooter,0.03,59,5.3,M,
Pimp My Ride: Street Racing,2009,Racing,0.03,,,E,
Romance of the Three Kingdoms II,2015,Strategy,0.03,,,,
Popeye: Rush for Spinach,2005,Platform,0.03,48,4.2,E,
Culdcept,2002,Strategy,0.03,78,8.9,T,
Blue Breaker: Ken Yorimo Hohoemi o,1996,Role-Playing,0.03,,,,
Bladestorm: Nightmare,2015,Action,0.03,,7.4,T,
BeatMania IIDX 15: DJ Troopers,2008,Simulation,0.03,,,,
Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,2011,Misc,0.03,,,,
Planet of the Apes,2001,Action,0.03,54,,E,
OZMAFIA!! -vivace-,2015,Adventure,0.03,,,,
Drake & Josh: Talent Showdown,2007,Adventure,0.03,,,,
Hissatsu Pachinko Collection 3,1995,Misc,0.03,,,,
Real World Golf,2006,Sports,0.03,74,,E,
Kung Fu Panda: Showdown of Legendary Legends,2015,Action,0.03,,,E10+,
Oumagatoki: Kaidan Romance,2012,Action,0.03,,,,
GTR Evolution,2008,Racing,0.03,83,8.2,E,
Mahjong Kakutou Club: Zenkoku Taisenban,2006,Misc,0.03,,,,
Hayate no Gotoku! Nightmare Paradise,2009,Adventure,0.03,,,,
Lords of the Fallen,2014,Role-Playing,0.03,73,6.9,M,
NBA 08,2007,Sports,0.03,75,7.5,E,
Sins of a Solar Empire,2008,Strategy,0.03,87,8.2,T,
New Tokyo Legacy: Operation Babel,2015,Role-Playing,0.03,,,,
The Wolf Among Us,2011,Adventure,0.03,83,7.7,,
HappinessCharge PreCure! Kawarun Collection,2014,Misc,0.03,,,,
Nanashi no Game Me,2009,Action,0.03,,,,
NBA 2K13,2012,Sports,0.03,90,6.8,E,
Resident Evil 4,2007,Action,0.03,76,7.4,M,
DICE: DNA Integrated Cybernetic Enterprises,2005,Shooter,0.03,48,,E10+,
007: Quantum of Solace,2008,Action,0.03,70,6.3,T,
Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,2007,Action,0.03,,,,
Megpoid the Music#,2013,Misc,0.03,,,,
Batman: A Telltale Game Series,2016,Adventure,0.03,,4.3,M,
Wallace & Gromit in Project Zoo,2003,Platform,0.03,,,,
Boulder Dash: Rocks!,2007,Puzzle,0.03,,,,
Grid Runner,1996,Action,0.03,,,,
Saihai no Yukue,2008,Strategy,0.03,,,,
Metal Dungeon,2002,Role-Playing,0.03,44,7.2,T,
Drome Racers,2003,Racing,0.03,54,6.6,E,
World of Zoo,2009,Simulation,0.03,,8.4,E,
Guitar Freaks V & DrumMania V,2006,Simulation,0.03,,,,
Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,2009,Adventure,0.03,,,,
Royal Palace of White Sword and The City of Gentiles,2009,Role-Playing,0.03,,,,
Triple Pack: Xbox Live Arcade Compilation,2011,Misc,0.03,,,T,
Gekido Advance: Kintaro's Revenge,2002,Action,0.03,70,7,T,
Dream Pinball 3D,2008,Misc,0.03,,,E10+,
Future Tactics: The Uprising,2004,Strategy,0.03,61,,,
Winter Sports 3: The Great Tournament,2010,Sports,0.03,,,E,
Power Poke Dash,2006,Sports,0.03,,,,
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,2009,Misc,0.03,,,,
Detective Opera: Milky Holmes 2,2012,Adventure,0.03,,,,
Nisekoi: Yomeiri!?,2014,Adventure,0.03,,,,
Blaze Union: Story to Reach the Future,2010,Role-Playing,0.03,,,,
Barbie and Her Sisters Puppy Rescue,2015,Action,0.03,,,E,
Handball 16,2015,Sports,0.03,,,E,
Commander: Conquest of the Americas,2010,Strategy,0.03,68,5.2,T,
World of Tanks,N/A,Shooter,0.03,,5.2,,
LEGO Pirates of the Caribbean: The Video Game,2011,Action,0.03,73,6.6,E10+,
Race Driver 2006,2006,Racing,0.03,81,8.5,T,
Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,2010,Adventure,0.03,,,,
Samurai Warriors: Sanada Maru,2016,Action,0.03,,,,
Buffy the Vampire Slayer: Wrath of the Darkhul King,2003,Action,0.03,44,8.6,T,
Battlefield 1942: The WW II Anthology,2004,Shooter,0.03,,,,
Genkai Tokki: Seven Pirates,2016,Role-Playing,0.03,,,,
Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,2011,Misc,0.03,,,,
Parfait,2015,Adventure,0.03,,,,
Mighty No. 9,2016,Platform,0.03,48,4.6,E10+,
Roadsters,2000,Racing,0.03,,,,
Merv Griffin's Crosswords,2008,Puzzle,0.03,,,,
DeathSmiles II,2010,Shooter,0.03,,,,
The Great Mystery Hidden Object Package 5,2015,Adventure,0.03,,,,
Kenka Bancho Otome,2016,Action,0.03,,,,
Calcio Bit,2006,Sports,0.03,,,,
Star Trek: The Game,2013,Action,0.03,,,,
Whiteout,2002,Racing,0.03,58,,T,
Galaxy Angel II: Zettairyouiki no Tobira,2006,Strategy,0.03,,,,
Kung Fu Panda: Legendary Warriors,2008,Action,0.03,73,,E10+,
Hyakumanton no Bara Bara,2010,Strategy,0.03,,,,
Superdimension Neptune vs Sega Hard Girls,2016,Role-Playing,0.03,73,8.4,T,
The Talos Principle,2015,Puzzle,0.03,88,8.4,E10+,
Hajime no Ippo: The Fighting,2002,Fighting,0.03,,,,
Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,2010,Adventure,0.03,,,,
Spectral Souls: Resurrection of the Ethereal Empires,2005,Role-Playing,0.03,47,8.2,T,
Syberia II,2004,Adventure,0.03,71,8.7,T,
Motor Trend presents Lotus Challenge,2003,Racing,0.03,61,,E,
Braid,2009,Platform,0.03,90,8.6,E10+,
Gudetama: Hanjuku de Tanomuwa,2015,Action,0.03,,,,
LEGO Legends of Chima: Laval's Journey,2013,Adventure,0.03,,,E10+,
Bleach DS 4th: Flame Bringer,2009,Action,0.03,,,,
Syberia,2002,Action,0.03,82,8.5,T,
Pacific Liberator,2009,Action,0.03,,,T,
Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,2009,Adventure,0.03,,,,
The King of Fighters Portable '94~'98: Chapter of Orochi,2010,Fighting,0.03,,,,
Puzzle Challenge: Crosswords and More!,2009,Puzzle,0.03,,,,
Turn It Around,2006,Action,0.03,39,4.5,E,
Nisenochigiri: Omoide no Saki e,2011,Adventure,0.03,,,,
Jack Keane,2008,Adventure,0.03,69,7,T,
Girls Only,2010,Simulation,0.03,,,,
Monsters vs. Aliens,2009,Action,0.03,63,6.2,E10+,
In Cold Blood,2000,Adventure,0.03,,,,
Fireblade,2002,Action,0.03,,,T,
Kamigami no Asobi,2013,Adventure,0.03,,,,
Harukanaru Toki no Naka de 6,2015,Action,0.03,,,,
Kong: King of Atlantis,2005,Action,0.03,,,E,
Kidou Senshi V Gundam,1994,Action,0.03,,,,
Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,2005,Action,0.03,,,,
Wrestle Angels: Survivor 2,2008,Fighting,0.03,,,,
Onechanbara Z Kagura,2012,Action,0.03,,,,
Ride,2015,Racing,0.03,68,4.8,E,
The King of Fighters 02/03,2005,Fighting,0.03,76,,T,
ESPN Winter X Games: Snowboarding 2002,2002,Sports,0.03,71,,T,
Mega Minis Volume 2,2011,Misc,0.03,,,,
Safari Adventures: Africa,2008,Adventure,0.03,,,E,
Tsuku Monogatari,2011,Adventure,0.03,,,,
Vitamin Z,2009,Adventure,0.03,,,,
Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,2011,Adventure,0.03,,,,
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,2010,Adventure,0.03,,,,
Battle vs. Chess,N/A,Misc,0.03,69,5.9,T,
Harukanaru Toki no Naka de 5: Kazahanaki,2012,Role-Playing,0.03,,,,
The Island of Dr. Frankenstein,2009,Adventure,0.03,26,,E,
Tom and Jerry in War of the Whiskers,N/A,Fighting,0.03,,,,
Nobunaga no Yabou DS 2,2008,Strategy,0.03,,,,
The IdolM@ster: Gravure For You! Vol. 6,2012,Action,0.03,,,,
Metal Saga: Hagane no Kisetsu,2006,Role-Playing,0.03,,,,
Animaniacs: The Great Edgar Hunt,2005,Platform,0.03,65,,E,
SingStar Fussballhits,2010,Misc,0.03,,,,
Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. Zoku,2016,Adventure,0.03,,,,
Dream Club Zero Portable,2011,Simulation,0.03,,,,
LEGO Harry Potter: Years 1-4,2010,Action,0.03,79,7.9,E10+,
Samurai Warriors 2,2013,Action,0.03,,,,
Bus Simulator 16,2016,Simulation,0.03,46,6.1,,
Mystery Trackers: The Void,2011,Puzzle,0.03,,,,
Diabolik Lovers: Lunatic Parade,2016,Adventure,0.03,,,,
Battle Arena Toshinden URA,1995,Fighting,0.03,,,,
The Croods: Prehistoric Party!,2013,Misc,0.03,,,,
Betty Boop's Double Shift,2007,Puzzle,0.03,,,E,
Battle vs. Chess,2011,Misc,0.03,,,T,
Biohazard: Revival Selection,2011,Action,0.03,,,,
Cabela's Big Game Hunter: Pro Hunts,2014,Shooter,0.03,,7.3,T,
Labyrinth Cross Blood: Infinity,2013,Role-Playing,0.03,,,,
Super Duper Sumos,N/A,Action,0.03,57,,E,
UK Truck Simulator,2010,Simulation,0.03,,,,
CID The Dummy,2009,Platform,0.03,41,,E10+,
MechAssault: Phantom War,2006,Simulation,0.03,66,4.5,T,
Loading Human,2016,Adventure,0.03,,,,
The Settlers II 10th Anniversary,2006,Action,0.03,,,,
The Last Guy,2009,Action,0.03,77,6.9,E10+,
Disney Sports Soccer,2002,Sports,0.03,68,,E,
Kangokutou Mary Skelter,2016,Role-Playing,0.03,,,,
101-in-1 Sports Party Megamix,2010,Sports,0.03,41,,E10+,
Akane Iro ni Somaru Saka Parallel,2008,Adventure,0.03,,,,
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,2011,Adventure,0.03,,,,
Monster Hunter Frontier Online: Forward 1,2011,Role-Playing,0.03,,,,
SingStar Chartbreaker,2009,Misc,0.03,,,,
Botanicula,2012,Adventure,0.03,82,8.3,,
D1 Professional Drift Grand Prix Series,2005,Racing,0.03,45,,E10+,
Max Payne,2003,Shooter,0.03,78,7.8,M,
Timeshock! Pro Pinball,1998,Misc,0.03,,,,
Little Bears,2009,Simulation,0.03,,,E,
Starry ? Sky: In Winter,2011,Misc,0.03,,,,
Rush Hour,1997,Misc,0.03,,,,
Pro Cast Sports Fishing,2003,Sports,0.03,49,,E,
Gintama: Banji Oku Chuubu!,2007,Action,0.03,,,,
Pro Evolution Soccer 2012,2011,Action,0.03,,,,
Saka Agari Hurricane Portable,2011,Adventure,0.03,,,,
Negima!? Dream Tactic Yumemiru Otome Princess,2007,Strategy,0.03,,,,
Rugby League Live,2010,Sports,0.03,,,,
Star Trek: Tactical Assault,2006,Strategy,0.03,64,7.9,E,
Cossacks: European Wars,2001,Strategy,0.03,74,8.6,T,
Yuusha Shisu.,2016,Role-Playing,0.03,,,,
MX vs. ATV Supercross,2014,Racing,0.03,58,3.5,E,
Dakar 2: The World's Ultimate Rally,2003,Racing,0.03,,,,
Sengoku Basara: Sanada Yukimura-Den,2016,Action,0.03,,,,
Kisuato,2015,Adventure,0.03,,,,
NBA 2K7,2006,Sports,0.03,83,8.6,E,
Auto Modellista,2003,Racing,0.03,62,,E,
"Hanayaka Kana, Ware ga Ichizoku Twin Pack",2011,Misc,0.03,,,,
1000 Cooking Recipes from ELLE à table,2010,Misc,0.03,,,,
Greg Hastings' Tournament Paintball Max'd,2006,Shooter,0.03,,,E10+,
Dave Mirra Freestyle BMX 3,2002,Sports,0.03,78,,E,
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,2015,Simulation,0.03,,,,
Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,2009,Adventure,0.03,,,,
XBLAZE Code: Embryo,2013,Adventure,0.03,43,7.4,M,
Eco Creatures: Save The Forest,2007,Adventure,0.03,55,,E,
Frogger: Ancient Shadow,2005,Platform,0.03,47,,E,
Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,2011,Action,0.03,,,,
Dragon Tamer: Sound Spirit,2007,Role-Playing,0.03,,,,
Dream Girl Premier,2015,Misc,0.03,,,,
Kiniro no Corda 2 f Encore,2009,Role-Playing,0.03,,,,
La Pucelle: Ragnarok,2009,Role-Playing,0.03,,,,
Darius II,1995,Shooter,0.03,,,,
Bleach: Soul Carnival 2,2009,Fighting,0.03,,,,
ParaParaParadise,2001,Misc,0.03,,,,
Warhammer: Mark of Chaos,2006,Strategy,0.03,73,7.4,M,
Tiger & Bunny: On-Air Jack!,2012,Action,0.03,,,,
Eureka Seven AO: Jungfrau no Hanabanatachi,2012,Action,0.03,,,,
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,2007,Fighting,0.03,,,,
Warship Gunner 2,2006,Simulation,0.03,62,8.5,T,
Putty Squad,2013,Platform,0.03,,8.2,E10+,
Gotcha Force,2003,Shooter,0.03,56,8.2,E,
Driver: Parallel Lines,2007,Racing,0.03,59,6,M,
Battlefield Vietnam,2004,Shooter,0.03,84,7.5,T,
Rugby League Live,2010,Sports,0.03,,,,
Secret Files 2: Puritas Cordis,2009,Adventure,0.03,70,,T,
The Perfect Golf,1995,Sports,0.03,,,,
Wrestle Kingdom,2006,Fighting,0.03,,,,
Demon Driver: Time to Burn Rubber!,2003,Racing,0.03,,,,
Dead Rising 2,2016,Action,0.03,82,6.6,M,
Mojo!,2003,Puzzle,0.03,,,,
Age of Conan: Rise of the Godslayer,2010,Role-Playing,0.03,83,8.4,M,
Infinite Stratos 2: Ignition Hearts,2014,Adventure,0.03,,,,
Young Justice: Legacy,2013,Action,0.03,,,T,
Steins,PS3,2015,0,0.03,,,
The Peanuts Movie: Snoopy's Grand Adventure,2015,Action,0.03,,8.8,E,
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,2006,Adventure,0.03,,,,
Totally Spies! Totally Party,2008,Misc,0.03,,,,
Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,2013,Fighting,0.03,,,,
Buffy the Vampire Slayer: Chaos Bleeds,2003,Action,0.03,75,9,T,
Brothers Conflict: Passion Pink,2012,Action,0.03,,,,
Clannad,2008,Adventure,0.03,,,,
Kuryuu Youma Gakuenki Recharge,2006,Adventure,0.03,,,,
Jet Grind Radio,2003,Action,0.03,74,9.3,E,
Rugby Challenge 3,2016,Sports,0.03,,,,
Prince of Persia (2008),2008,Action,0.03,,,,
My Frogger: Toy Trials,2006,Action,0.03,66,,E,
Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,2009,Action,0.03,,,,
Max Payne 2: The Fall of Max Payne,2003,Shooter,0.03,86,9,M,
Magicka,2011,Role-Playing,0.03,74,7.6,T,
Schlag den Raab,2010,Misc,0.03,,,,
Baldur's Gate: Dark Alliance,2004,Role-Playing,0.03,76,6.5,T,
The Adventures of Lomax,1996,Platform,0.03,,,,
Under the Skin,2004,Action,0.03,55,,T,
Emily Archer and the Curse of Tutankhamun,2011,Adventure,0.03,,,E10+,
Kabu Trader Shun,2007,Action,0.03,,,,
Hermie Hopperhead: Scrap Panic,1995,Platform,0.03,,,,
Poy Poy,1997,Action,0.03,,,,
NHL 07,2006,Sports,0.03,75,7.7,E10+,
MX vs. ATV Supercross Encore,2015,Sports,0.03,45,,,
AMNESIA World,2014,Adventure,0.03,,,,
DrumMania 7th Mix,2001,Simulation,0.03,,,,
Runabout 3: Neo Age,2002,Racing,0.03,,,,
The Technomancer,2016,Role-Playing,0.03,68,7.4,M,
Resident Evil 5 HD,2016,Action,0.03,,,,
Aegis of Earth: Protonovus Assault,2016,Action,0.03,,8.3,T,
Teddy Together,2016,Simulation,0.03,,,,
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,2010,Adventure,0.03,,,,
Guild Wars: Nightfall,2006,Role-Playing,0.03,84,8.7,T,
NatGeo Challenge! Wild Life,2010,Misc,0.03,,,,
Archer Maclean Presents: Pool Paradise,2004,Sports,0.03,,,,
Sengoku Efuda Yuugi: Hototogisu Tairan,2010,Strategy,0.03,,,,
Battlezone,2006,Shooter,0.03,57,,E10+,
Ookiku Furikabutte: Honto no Ace ni Nareru kamo,2007,Sports,0.03,,,,
Medal of Honor: Vanguard,2007,Shooter,0.03,63,6.1,T,
Touch Shot! Love Application,2012,Adventure,0.03,,,,
Nanotek Warrior,1997,Shooter,0.03,,,,
Galileo,2008,Adventure,0.03,,,,
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,2015,Misc,0.03,,,,
Cake Mania: Baker's Challenge,2008,Puzzle,0.03,,,E,
Super Monkey Ball Adventure,2006,Platform,0.03,53,6.7,E,
Captain Tsubasa J: The Way to World Youth,1995,Sports,0.03,,,,
Madden NFL 07,2006,Sports,0.03,68,9.3,E,
One Piece: Daikaizoku Coliseum,2016,Fighting,0.03,,,,
Renegade Racers,1999,Racing,0.03,,,,
The Legend of Korra (3DS),2014,Strategy,0.03,,,,
MySims,2008,Simulation,0.03,70,6.4,E,
The Sims 2: Bon Voyage,2007,Simulation,0.03,74,7.3,T,
AniMates!,2007,Simulation,0.03,33,2.5,E,
Franklin the Turtle,2005,Misc,0.03,,,,
Senran Kagura: Bon Appétit!,2014,Misc,0.03,,,,
Star Wars The Clone Wars: Republic Heroes,2009,Action,0.03,46,4.7,T,
The Peanuts Movie: Snoopy's Grand Adventure,2015,Action,0.03,59,6.6,E,
My Ballet Studio,2009,Simulation,0.03,,,E,
Backyard NFL Football,2007,Sports,0.03,,,,
Aegis of Earth: Protonovus Assault,2016,Action,0.03,57,7.8,T,
Gauntlet / Rampart,2005,Misc,0.03,,,E,
Bully: Scholarship Edition,2008,Action,0.03,72,7.5,T,
River King: Wonderful Journey,2005,Sports,0.03,,,,
Sengoku Otome: Legend Battle,2016,Action,0.03,,,,
RollerCoaster Tycoon 2: Triple Thrill Pack,2003,Strategy,0.03,,3.2,E,
Justice League Heroes: The Flash,2006,Action,0.03,72,7.4,E10+,
Pop Cutie! Street Fashion Simulation (JP sales),2008,Simulation,0.03,,,,
Harvest Moon: Skytree Village,2016,Simulation,0.03,,7.4,E,
Age of Empires III: Gold Edition,2007,Strategy,0.03,,7.8,T,
Bae Yong-joon to Manabu Kankokugo DS,2009,Misc,0.03,,,,
World War II Combat: Road To Berlin,2006,Shooter,0.03,,1.2,M,
Metal Saga,2005,Role-Playing,0.03,62,7.3,T,
Divinity II: Flames of Vengeance,2010,Role-Playing,0.03,72,8.3,M,
CID The Dummy,2009,Platform,0.03,31,,E10+,
Battlefield 2142,2006,Shooter,0.03,80,6.8,T,
Imagine: Sweet 16,2010,Simulation,0.03,,,E,
Last Escort 2: Shinya no Amai Toge,2008,Adventure,0.03,,,,
Pop'n Music 13 Carnival,2006,Simulation,0.03,,,,
Air Conflicts: Secret Wars,2011,Simulation,0.03,65,6.4,T,
Bookworm,2004,Puzzle,0.03,62,,E,
Monster Mayhem: Build and Battle,2009,Simulation,0.03,,,E10+,
Tokushu Houdoubu,2012,Adventure,0.03,,,,
My DoItAll,2009,Misc,0.03,60,,E,
Shakugan no Shana,2006,Adventure,0.03,,,,
Hokuto no Ken: Hokuto Shinken Denshousha no Michi,2008,Action,0.03,,,,
Lost Planet 2,2010,Shooter,0.03,63,6.3,T,
Kawasaki Snowmobiles,2008,Racing,0.03,,2,E,
X3: Terran Conflict,2008,Simulation,0.03,73,7.9,T,
The King of Fighters: Maximum Impact - Maniax,N/A,Fighting,0.03,,,,
Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,2011,Adventure,0.03,,,,
HotBrain,2007,Puzzle,0.03,,,,
Hankou Shashin,1996,Adventure,0.03,,,,
Little Busters! Converted Edition,2012,Action,0.03,,,,
Open Season,2006,Platform,0.03,57,,E10+,
Pro Yakyuu Family Stadium,2008,Sports,0.03,,,,
Marker Man Adventures,2009,Platform,0.03,,,E,
Monster Hunter Frontier Online: Forward 2,2011,Role-Playing,0.03,,,,
Agatha Christie's The ABC Murders,2016,Adventure,0.03,67,6.2,T,
Moyashimon DS,2009,Action,0.03,,,,
Ocean Commander,2009,Simulation,0.03,,,E,
Let's Play Ballerina,2010,Sports,0.03,,,E,
Atari Flashback Classics: Volume 1,2016,Misc,0.03,,,E,
A Ressha de Gyoukou 2001,2001,Simulation,0.03,,,,
Starry ? Sky: In Autumn,2010,Misc,0.03,,,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,2016,Misc,0.03,,,,
Pitball,1996,Sports,0.03,,,,
D.C. III: Da Capo III,2013,Adventure,0.03,,,,
Combat Wings: The Great Battles of WWII,N/A,Simulation,0.03,,,,
Judge Dredd: Dredd Vs Death,2003,Shooter,0.03,52,5.3,M,
Ducati Moto,2008,Racing,0.03,69,,E,
Drome Racers,2003,Racing,0.03,73,,E,
SWAT 4,2005,Shooter,0.03,85,8.6,M,
Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,2012,Adventure,0.03,,,,
Heroes of Hellas 2: Olympia,2012,Puzzle,0.03,,,,
X-Men Origins: Wolverine - Uncaged Edition,2009,Action,0.03,,,,
Battlefield 1942,2002,Shooter,0.03,89,8.6,T,
Tenkaichi * Sengoku Lovers,2010,Adventure,0.03,,,,
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,2013,Misc,0.03,,,,
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,2007,Misc,0.03,,,,
Bode Miller Alpine Skiing,2006,Sports,0.03,,6.6,E,
Magicka Collection,2011,Adventure,0.03,,7.5,T,
Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,2006,Role-Playing,0.03,,,,
R-Type Delta,1998,Shooter,0.03,,,,
Petz: Catz Playground,2010,Simulation,0.03,,,E,
Senjou no Waltz,2014,Adventure,0.03,,,,
Angelique: Maren no Rokukishi,2011,Adventure,0.03,,,,
Secrets of the Titanic,2012,Action,0.03,,,,
Captain Morgane and the Golden Turtle,2012,Adventure,0.03,54,6.2,,
Napoleon Dynamite: The Game,2007,Puzzle,0.03,45,7.3,E10+,
